_key,_from,_to,amount,timestamp,txnType,scenario
c12f05cb4fb0155808adaef245d0c920,BankAccount/acct_42_000126,BankAccount/acct_42_000055,166520.25,2025-12-01T15:52:42Z,UPI,background
28b066dfd4781a0a00c098dbd01b5cfc,BankAccount/acct_42_000420,BankAccount/acct_42_000170,155172.32,2025-11-28T15:56:42Z,NEFT,background
f5fe0e10c5fbdb68807e2f9365deb312,BankAccount/acct_42_000317,BankAccount/acct_42_000224,115829.0,2025-11-13T20:45:42Z,IMPS,background
fa6da1188a98d35b336cbd453f2b1107,BankAccount/acct_42_000043,BankAccount/acct_42_000031,62724.56,2025-11-03T22:52:42Z,IMPS,background
efaa39eae402ad93cc63cb56bb57d5ca,BankAccount/acct_42_000434,BankAccount/acct_42_000355,183831.25,2025-12-27T19:39:42Z,NEFT,background
cfca5c5557c76a8d88fec77c9f960f68,BankAccount/acct_42_000226,BankAccount/acct_42_000028,13251.47,2025-12-12T03:10:42Z,IMPS,background
ee2ed8c88b95a17e323ac36f66e0b311,BankAccount/acct_42_000346,BankAccount/acct_42_000028,170000.87,2025-11-26T22:14:42Z,UPI,background
59a821278c84b394673750a3fde7fb5c,BankAccount/acct_42_000205,BankAccount/acct_42_000049,172930.09,2025-11-22T09:59:42Z,RTGS,background
24168c8974d47d62df2209cbded26e1c,BankAccount/acct_42_000403,BankAccount/acct_42_000337,76845.61,2025-11-22T23:39:42Z,IMPS,background
bbdcaeebef116f837a68a77f23490158,BankAccount/acct_42_000407,BankAccount/acct_42_000219,67989.33,2025-11-05T02:50:42Z,NEFT,background
07ea785ea82e7bc7dd6a5365387f8f7c,BankAccount/acct_42_000345,BankAccount/acct_42_000400,117603.89,2025-12-30T08:31:42Z,UPI,background
bedb6dc0407416a28c8da8f6a3a18e02,BankAccount/acct_42_000055,BankAccount/acct_42_000052,118618.01,2025-12-31T03:42:42Z,NEFT,background
c5a3b5e13cc5b9e6a6c9276e062cfb51,BankAccount/acct_42_000430,BankAccount/acct_42_000099,127509.01,2025-11-04T04:27:42Z,RTGS,background
1b4cf41cd0f385793518973a13c3e785,BankAccount/acct_42_000131,BankAccount/acct_42_000181,37266.09,2025-12-05T07:35:42Z,IMPS,background
4b175c79c87118a97a7d7da0ee26f5db,BankAccount/acct_42_000070,BankAccount/acct_42_000408,62402.2,2025-12-29T21:57:42Z,RTGS,background
a6e93fb02493a9258991876b48273b63,BankAccount/acct_42_000223,BankAccount/acct_42_000262,116774.82,2025-11-20T11:48:42Z,UPI,background
ff4801c2f809f194d5eea0af63af1ee4,BankAccount/acct_42_000277,BankAccount/acct_42_000397,61804.02,2025-12-22T18:59:42Z,IMPS,background
3d9bc324add8a6cf49bad77bcdf78177,BankAccount/acct_42_000175,BankAccount/acct_42_000149,11557.8,2025-12-08T23:44:42Z,RTGS,background
9a11453d63b16fc7316575f8d15ec93e,BankAccount/acct_42_000259,BankAccount/acct_42_000419,84470.02,2025-11-08T04:55:42Z,NEFT,background
481bf3f87711edacaf1139db50f4be2d,BankAccount/acct_42_000100,BankAccount/acct_42_000102,68376.23,2025-11-21T17:08:42Z,NEFT,background
8b394e5f85ce3e3ff85520c751553ed5,BankAccount/acct_42_000341,BankAccount/acct_42_000243,119992.48,2025-11-17T00:24:42Z,IMPS,background
b80e421bc8287ac25659e8284298fffa,BankAccount/acct_42_000169,BankAccount/acct_42_000436,123259.02,2025-11-24T04:41:42Z,UPI,background
c2c86368d733d705d4fe14c5b1d9f167,BankAccount/acct_42_000214,BankAccount/acct_42_000168,175233.49,2025-12-21T20:26:42Z,IMPS,background
38447419381d37941aed5f6ee2486f48,BankAccount/acct_42_000021,BankAccount/acct_42_000253,138674.79,2025-12-17T23:53:42Z,RTGS,background
6d561e99353616efc29af6528dddcc9b,BankAccount/acct_42_000238,BankAccount/acct_42_000319,146943.78,2025-12-18T15:51:42Z,IMPS,background
ffe86814de6bbee8097f81a7a469fc17,BankAccount/acct_42_000417,BankAccount/acct_42_000169,80122.48,2025-11-10T11:11:42Z,RTGS,background
035f4554be33a71c553f4f9511b61fb8,BankAccount/acct_42_000422,BankAccount/acct_42_000003,71641.54,2025-12-08T23:40:42Z,NEFT,background
48ca67d20e9b610c743a98c9c6ebb285,BankAccount/acct_42_000284,BankAccount/acct_42_000058,38961.25,2025-12-22T14:05:42Z,IMPS,background
20e38c2e233e95582d7f689ba0749c61,BankAccount/acct_42_000299,BankAccount/acct_42_000391,39904.66,2025-12-08T22:31:42Z,NEFT,background
5f429966e878f062d426905dd1a21dde,BankAccount/acct_42_000145,BankAccount/acct_42_000089,68029.52,2025-12-17T15:04:42Z,RTGS,background
a20dcb3c8fda5fc8fb56a164a5b66735,BankAccount/acct_42_000283,BankAccount/acct_42_000125,35297.88,2025-12-20T17:19:42Z,NEFT,background
7d91890393ad027775a362a887bb12bb,BankAccount/acct_42_000134,BankAccount/acct_42_000051,75846.66,2025-12-30T00:53:42Z,RTGS,background
687e2de4e11ba3a2c3a5a603280d7ecb,BankAccount/acct_42_000403,BankAccount/acct_42_000056,91295.12,2025-12-10T16:50:42Z,UPI,background
4abe8529be37e04ce25a84bce9e2f45f,BankAccount/acct_42_000189,BankAccount/acct_42_000414,188238.23,2025-12-08T01:27:42Z,RTGS,background
21eadc10dd9aa4c259a12d4c63c40a75,BankAccount/acct_42_000409,BankAccount/acct_42_000319,23786.81,2025-11-05T09:12:42Z,NEFT,background
e463561b3c9131da54baea5f380ba995,BankAccount/acct_42_000066,BankAccount/acct_42_000406,138901.34,2025-12-19T17:28:42Z,IMPS,background
64a37710183c704f3801d0d8ab4bdeb2,BankAccount/acct_42_000162,BankAccount/acct_42_000306,184210.62,2025-12-04T02:18:42Z,RTGS,background
5e9a090ecdffea0fc027d479036e7949,BankAccount/acct_42_000390,BankAccount/acct_42_000315,157938.6,2025-11-24T17:33:42Z,UPI,background
dcf96b79fa706a685513210d8deeb913,BankAccount/acct_42_000167,BankAccount/acct_42_000126,174583.01,2025-12-28T02:31:42Z,UPI,background
cbf1ca9cc6a9f4cc41006a104837bb48,BankAccount/acct_42_000435,BankAccount/acct_42_000260,145486.98,2025-11-24T07:19:42Z,RTGS,background
ed7448ee8d268d9d321598a7b5e269e6,BankAccount/acct_42_000401,BankAccount/acct_42_000240,33569.96,2025-11-11T01:22:42Z,NEFT,background
517816f687210ba95068f9afa060f36a,BankAccount/acct_42_000198,BankAccount/acct_42_000384,99767.7,2025-11-05T01:59:42Z,UPI,background
3f4f2ad632850d3dafec037037e54ee5,BankAccount/acct_42_000237,BankAccount/acct_42_000091,143158.41,2025-12-11T11:15:42Z,IMPS,background
28466efd8a7e7e22de0d60bd76bf3966,BankAccount/acct_42_000253,BankAccount/acct_42_000242,127657.31,2025-12-14T04:10:42Z,IMPS,background
